No.,Time,Source,Destination,Protocol,Length,Info
1199,0.007193,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=2897 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1200,0.007198,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=183561 Ack=1 Win=1452 Len=1412
1201,0.007198,203.242.85.196,151.12.119.17,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1202,0.007205,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=4345 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1203,0.007222,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=5793 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1204,0.007222,203.242.85.196,114.94.151.160,ICMP,60,"Echo (ping) request  id=0xdf27, seq=1048/6148, ttl=61 (no response found!)"
1205,0.007228,173.66.45.159,202.235.195.6,TCP,1462,443  >  50029 [ACK] Seq=5585 Ack=1 Win=365 Len=1396 TSval=4206644631 TSecr=210041048
1206,0.007229,203.242.85.196,62.192.183.133,ICMP,60,"Echo (ping) request  id=0xdf27, seq=4476/31761, ttl=61 (no response found!)"
1207,0.00724,173.66.45.159,202.235.195.6,TCP,1462,443  >  50029 [ACK] Seq=6981 Ack=1 Win=365 Len=1396 TSval=4206644631 TSecr=210041048
1208,0.007251,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=184973 Ack=1 Win=1452 Len=1412
1209,0.007253,172.163.38.91,202.235.195.6,TCP,1484,443  >  46556 [ACK] Seq=45483 Ack=1 Win=275 Len=1418 TSval=3547169067 TSecr=15451967
1210,0.007254,203.242.85.196,217.250.161.198,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1211,0.007264,203.242.74.144,133.89.0.223,TCP,1514,80  >  18872 [ACK] Seq=42557 Ack=1 Win=64074 Len=1448 TSval=846867406 TSecr=382646070
1212,0.007266,172.163.38.91,202.235.195.6,TCP,1484,443  >  46556 [ACK] Seq=46901 Ack=1 Win=275 Len=1418 TSval=3547169067 TSecr=15451967
1213,0.007268,203.242.85.196,223.112.85.237,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1214,0.007269,203.242.74.144,133.89.0.223,TCP,3639,80  >  18872 [ACK] Seq=44005 Ack=1 Win=64074 Len=3573 TSval=846867406 TSecr=382646070
1215,0.007277,172.163.38.91,202.235.195.6,TCP,1484,443  >  46556 [ACK] Seq=48319 Ack=1 Win=275 Len=1418 TSval=3547169067 TSecr=15451967
1216,0.007289,172.163.38.91,202.235.195.6,TCP,1484,443  >  46556 [ACK] Seq=49737 Ack=1 Win=275 Len=1418 TSval=3547169067 TSecr=15451967
1217,0.007301,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=186385 Ack=1 Win=1452 Len=1412
1218,0.007301,172.163.38.91,202.235.195.6,TCP,1484,443  >  46556 [ACK] Seq=51155 Ack=1 Win=275 Len=1418 TSval=3547169067 TSecr=15451967
1219,0.007314,172.163.38.91,202.235.195.6,TCP,1484,443  >  46556 [ACK] Seq=52573 Ack=1 Win=275 Len=1418 TSval=3547169067 TSecr=15451967
1220,0.007315,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=37 Ack=83309 Win=26723 Len=0
1221,0.00732,101.44.239.196,133.251.190.90,TCP,66,10458  >  50356 [SYN] Seq=0 Win=8192 Len=0 MSS=1440 WS=256 SACK_PERM
1222,0.007324,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=187797 Ack=1 Win=1452 Len=1412
1223,0.007328,203.242.85.196,184.21.57.235,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1224,0.007357,126.92.241.109,203.242.68.70,UDP,226,46542  >  40031 Len=184[Packet size limited during capture]
1225,0.007358,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=189209 Ack=1 Win=1452 Len=1412
1226,0.007369,203.242.85.196,38.191.226.70,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1227,0.007386,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=147718 Win=16335 Len=0 TSval=1631208090 TSecr=851307125
1228,0.00739,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=190621 Ack=1 Win=1452 Len=1412
1229,0.007393,219.100.47.192,203.242.70.148,TCP,54,63409  >  20080 [ACK] Seq=1 Ack=62217 Win=4109 Len=0
1230,0.007395,175.23.144.142,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xdf27, seq=4476/31761, ttl=55"
1231,0.007415,203.242.85.196,14.150.17.208,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1232,0.007416,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=192033 Ack=1 Win=1452 Len=1412
1233,0.007427,219.235.184.59,163.171.108.0,TCP,54,57142  >  23 [SYN] Seq=0 Win=64278 Len=0
1234,0.007448,203.242.85.196,92.253.109.247,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1235,0.007455,70.220.177.250,203.242.68.75,TCP,66,54848  >  80 [ACK] Seq=1 Ack=4294808897 Win=21947 Len=0 TSval=1344496347 TSecr=2173659849
1236,0.007455,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=192305 Ack=1 Win=1025 Len=1414
1237,0.007461,203.242.85.196,220.28.146.85,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1238,0.007469,185.175.34.212,150.202.59.27,TCP,54,49352  >  44079 [SYN] Seq=0 Win=1024 Len=0
1239,0.007469,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=193719 Ack=1 Win=1025 Len=1414
1240,0.00748,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=195133 Ack=1 Win=1025 Len=1414
1241,0.007485,203.242.85.196,188.169.111.60,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1242,0.007494,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=196547 Ack=1 Win=1025 Len=1414
1243,0.007495,185.148.48.141,133.74.47.231,TCP,54,51942  >  60928 [SYN] Seq=0 Win=1024 Len=0
1244,0.007498,203.242.85.196,87.106.223.51,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1245,0.007506,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=197961 Ack=1 Win=1025 Len=1414
1246,0.007507,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=153214 Win=16371 Len=0 TSval=1631208091 TSecr=851307125
1247,0.007512,203.242.74.144,133.89.0.223,TCP,1514,80  >  18872 [ACK] Seq=47578 Ack=1 Win=64074 Len=1448 TSval=846867406 TSecr=382646070
1248,0.007516,203.242.74.144,133.89.0.223,TCP,1514,80  >  18872 [ACK] Seq=49026 Ack=1 Win=64074 Len=1448 TSval=846867406 TSecr=382646070
1249,0.00752,203.242.74.144,133.89.0.223,TCP,2962,80  >  18872 [ACK] Seq=50474 Ack=1 Win=64074 Len=2896 TSval=846867406 TSecr=382646070
1250,0.007524,203.242.74.144,133.89.0.223,TCP,2962,80  >  18872 [ACK] Seq=53370 Ack=1 Win=64074 Len=2896 TSval=846867406 TSecr=382646070
1251,0.007528,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=199375 Ack=1 Win=1025 Len=1414
1252,0.007529,203.242.74.144,133.89.0.223,TCP,4410,80  >  18872 [ACK] Seq=56266 Ack=1 Win=64074 Len=4344 TSval=846867406 TSecr=382646070
1253,0.007534,203.242.85.196,117.170.4.95,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1254,0.007534,203.242.74.144,133.89.0.223,TCP,3337,80  >  18872 [ACK] Seq=60610 Ack=1 Win=64074 Len=3271 TSval=846867406 TSecr=382646070
1255,0.00754,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=200789 Ack=1 Win=1025 Len=1414
1256,0.007547,203.242.85.196,177.2.11.16,ICMP,60,"Echo (ping) request  id=0xef27, seq=823/14083, ttl=61 (no response found!)"
1257,0.007552,203.242.85.196,109.191.230.86,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1258,0.007553,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=202203 Ack=1 Win=1025 Len=1414
1259,0.007564,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=27921 Ack=1 Win=398 Len=1396 TSval=1372761031 TSecr=877514886
1260,0.00758,203.242.85.196,113.96.196.163,ICMP,60,"Echo (ping) request  id=0xef27, seq=2330/6665, ttl=61 (no response found!)"
1261,0.007581,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=29317 Ack=1 Win=398 Len=1396 TSval=1372761031 TSecr=877514886
1262,0.007582,203.242.85.196,182.52.238.55,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1263,0.007588,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=30713 Ack=1 Win=398 Len=1396 TSval=1372761031 TSecr=877514886
1264,0.007599,203.242.85.196,93.0.167.178,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1265,0.0076,60.181.32.144,203.242.66.199,TCP,1468,"63875  >  35089 [PSH, ACK] Seq=203617 Ack=1 Win=1025 Len=1414"
1266,0.007611,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=205031 Ack=1 Win=1025 Len=1414
1267,0.007628,118.103.75.163,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=2632/18442, ttl=244 (request in 538)"
1268,0.007629,60.181.32.144,203.242.66.199,TCP,1468,63875  >  35089 [ACK] Seq=206445 Ack=1 Win=1025 Len=1414
1269,0.007634,203.242.85.196,126.197.22.137,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1270,0.007659,203.242.85.196,126.214.30.21,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1271,0.00767,203.242.85.196,92.54.67.115,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1272,0.007688,203.242.85.196,40.98.120.230,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1273,0.007695,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=31857 Ack=1 Win=1392 Len=1448 TSval=1581989540 TSecr=4214194544
1274,0.007696,52.55.254.252,202.34.173.162,TCP,181,"443  >  60034 [PSH, ACK] Seq=1 Ack=1 Win=7967 Len=127"
1275,0.007714,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=33305 Ack=1 Win=1392 Len=1448 TSval=1581989540 TSecr=4214194544
1276,0.007721,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=34753 Ack=1 Win=1392 Len=1448 TSval=1581989540 TSecr=4214194544
1277,0.007722,107.169.209.253,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=4727/30482, ttl=53"
1278,0.007724,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=199375 Win=15308 Len=0
1279,0.007733,218.230.39.161,203.242.3.207,TCP,54,51876  >  1433 [SYN] Seq=0 Win=1024 Len=0
1280,0.007734,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=7241 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1281,0.007747,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=8689 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1282,0.007763,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=10137 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1283,0.007772,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=11585 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1284,0.007772,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=203617 Win=15308 Len=0
1285,0.007789,110.247.117.95,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=1197/44292, ttl=53"
1286,0.00779,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=13033 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1287,0.00779,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=158710 Win=16375 Len=0 TSval=1631208091 TSecr=851307125
1288,0.007791,126.187.209.52,203.242.68.95,TCP,54,50022  >  5058 [ACK] Seq=37 Ack=91781 Win=26723 Len=0
1289,0.00784,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=176657 Ack=211 Win=657 Len=1440
1290,0.007847,202.235.195.33,13.148.76.84,TCP,1510,51787  >  443 [ACK] Seq=178097 Ack=211 Win=657 Len=1456
1291,0.007885,185.223.68.253,202.229.82.150,TCP,54,50791  >  3964 [SYN] Seq=0 Win=1024 Len=0
1292,0.007889,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=179553 Ack=211 Win=657 Len=1440
1293,0.00789,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=160009 Win=16375 Len=0 TSval=1631208091 TSecr=851307125
1294,0.0079,202.235.195.33,13.148.76.84,TCP,1510,51787  >  443 [ACK] Seq=180993 Ack=211 Win=657 Len=1456
1295,0.007905,183.75.170.202,133.251.187.124,TCP,54,23273  >  1433 [SYN] Seq=0 Win=1024 Len=0
1296,0.007927,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=182449 Ack=211 Win=657 Len=1440
1297,0.007936,202.235.195.33,13.148.76.84,TCP,1510,51787  >  443 [ACK] Seq=183889 Ack=211 Win=657 Len=1456
1298,0.007948,70.220.177.250,203.242.68.75,TCP,66,54848  >  80 [ACK] Seq=1 Ack=4294811777 Win=21947 Len=0 TSval=1344496348 TSecr=2173659850
1299,0.007949,203.242.85.196,178.115.79.206,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1300,0.007954,203.242.85.196,59.211.76.128,ICMP,60,"Echo (ping) request  id=0xdf27, seq=4476/31761, ttl=61 (no response found!)"
1301,0.007963,203.242.85.196,80.3.134.177,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1302,0.00797,203.242.85.196,74.127.15.220,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1303,0.00797,203.242.85.196,187.213.0.99,ICMP,60,"Echo (ping) request  id=0xdf27, seq=4476/31761, ttl=61 (no response found!)"
1304,0.007982,203.242.85.196,99.13.241.238,ICMP,60,"Echo (ping) request  id=0xda27, seq=2750/48650, ttl=61 (no response found!)"
1305,0.008011,203.242.66.199,60.181.32.144,TCP,54,35089  >  63875 [ACK] Seq=1 Ack=207859 Win=15308 Len=0
1306,0.008014,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=162757 Win=16375 Len=0 TSval=1631208091 TSecr=851307125
1307,0.008016,203.242.85.196,77.113.2.78,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1308,0.008035,203.242.85.196,156.198.136.114,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1309,0.008036,203.242.85.196,218.122.151.25,ICMP,60,"Echo (ping) request  id=0xdf27, seq=3846/1551, ttl=61 (no response found!)"
1310,0.008039,203.242.85.196,45.177.126.175,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1311,0.00808,203.242.85.196,87.143.220.67,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
1312,0.008106,203.242.85.196,179.192.184.212,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
1313,0.008119,203.242.85.196,76.11.193.164,ICMP,60,"Echo (ping) request  id=0xe527, seq=4586/59921, ttl=61 (no response found!)"
1314,0.00812,203.242.85.196,92.198.15.131,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1315,0.008125,104.61.89.237,202.235.195.6,TCP,66,80  >  48264 [ACK] Seq=1 Ack=1 Win=3620 Len=0 TSval=1940845662 TSecr=27849816
1316,0.008145,203.242.85.196,103.104.58.57,ICMP,60,"Echo (ping) request  id=0xda27, seq=5247/32532, ttl=61 (no response found!)"
1317,0.008184,203.242.85.196,3.200.1.168,ICMP,60,"Echo (ping) request  id=0xe527, seq=491/60161, ttl=61 (no response found!)"
1318,0.008203,203.242.85.196,175.30.197.126,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1319,0.00823,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=169627 Win=16375 Len=0 TSval=1631208091 TSecr=851307125
1320,0.008237,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=172375 Win=16375 Len=0 TSval=1631208091 TSecr=851307125
1321,0.008255,151.145.154.177,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xef27, seq=3752/43022, ttl=241"
1322,0.008257,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=185345 Ack=211 Win=657 Len=1440
1323,0.008263,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=186785 Ack=211 Win=657 Len=1440
1324,0.008279,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=188225 Ack=211 Win=657 Len=1440
1325,0.008286,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=189665 Ack=211 Win=657 Len=1440
1326,0.008303,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=191105 Ack=211 Win=657 Len=1440
1327,0.008312,45.188.203.163,133.74.28.199,ICMP,60,"Echo (ping) request  id=0x50de, seq=25/6400, ttl=10 (no response found!)"
1328,0.008313,202.235.195.33,13.148.76.84,TCP,1542,51787  >  443 [ACK] Seq=192545 Ack=211 Win=657 Len=1488
1329,0.008356,201.123.189.195,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xda27, seq=5247/32532, ttl=248"
1330,0.008357,133.251.190.90,101.44.239.196,TCP,54,"50356  >  10458 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1331,0.008371,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=175123 Win=16375 Len=0 TSval=1631208091 TSecr=851307125
1332,0.008384,203.242.85.196,88.229.164.164,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1333,0.008389,185.148.48.141,150.202.206.59,TCP,54,51942  >  61145 [SYN] Seq=0 Win=1024 Len=0
1334,0.008408,203.242.85.196,185.94.27.168,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1335,0.008426,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=194033 Ack=211 Win=657 Len=1440
1336,0.008439,203.242.85.196,197.37.155.185,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1337,0.008439,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=195473 Ack=211 Win=657 Len=1440
1338,0.008448,89.35.144.115,202.235.195.6,TCP,1514,443  >  49550 [ACK] Seq=1 Ack=1 Win=124 Len=1460
1339,0.00845,202.235.195.144,23.96.228.120,TCP,1414,64997  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1348 TSval=4214194544 TSecr=56043838
1340,0.008455,202.235.195.144,23.96.228.120,TCP,563,"64997  >  443 [PSH, ACK] Seq=1349 Ack=1 Win=65535 Len=497 TSval=4214194544 TSecr=56043838"
1341,0.00846,203.242.85.196,186.167.34.182,ICMP,60,"Echo (ping) request  id=0xef27, seq=4727/30482, ttl=61 (no response found!)"
1342,0.008461,89.35.144.115,202.235.195.6,TCP,1514,443  >  49550 [ACK] Seq=1461 Ack=1 Win=124 Len=1460
1343,0.008475,203.242.85.196,102.174.9.208,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1344,0.008475,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=196913 Ack=211 Win=657 Len=1440
1345,0.008484,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=32109 Ack=1 Win=398 Len=1396 TSval=1372761032 TSecr=877514886
1346,0.008487,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=198353 Ack=211 Win=657 Len=1440
1347,0.008496,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=33505 Ack=1 Win=398 Len=1396 TSval=1372761032 TSecr=877514886
1348,0.008501,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=199793 Ack=211 Win=657 Len=1440
1349,0.008509,173.66.45.212,202.235.195.6,TCP,1462,443  >  55429 [ACK] Seq=34901 Ack=1 Win=398 Len=1396 TSval=1372761032 TSecr=877514886
1350,0.00851,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=176422 Win=16375 Len=0 TSval=1631208092 TSecr=851307125
1351,0.008514,202.235.195.33,13.148.76.84,TCP,1542,51787  >  443 [ACK] Seq=201233 Ack=211 Win=657 Len=1488
1352,0.008522,23.7.149.251,202.235.195.6,TCP,1514,443  >  49326 [ACK] Seq=14481 Ack=1 Win=243 Len=1448 TSval=719591756 TSecr=658895016
1353,0.008538,177.46.137.10,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xea27, seq=4585/59665, ttl=52"
1354,0.008539,23.7.149.251,202.235.195.6,TCP,1514,443  >  49326 [ACK] Seq=15929 Ack=1 Win=243 Len=1448 TSval=719591756 TSecr=658895016
1355,0.008539,203.242.85.196,47.254.26.229,ICMP,60,"Echo (ping) request  id=0xea27, seq=2141/23816, ttl=61 (no response found!)"
1356,0.008542,203.242.85.196,34.219.174.138,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1357,0.008566,203.242.85.196,31.0.25.202,ICMP,60,"Echo (ping) request  id=0xea27, seq=2483/45833, ttl=61 (no response found!)"
1358,0.008569,203.242.85.196,18.133.146.9,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1359,0.008576,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=180544 Win=16375 Len=0 TSval=1631208092 TSecr=851307125
1360,0.008584,203.242.85.196,63.29.29.248,ICMP,60,"Echo (ping) request  id=0xea27, seq=3855/3855, ttl=61 (no response found!)"
1361,0.008607,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=202721 Ack=211 Win=657 Len=1440
1362,0.008619,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=204161 Ack=211 Win=657 Len=1440
1363,0.008632,203.242.85.196,191.156.254.6,ICMP,60,"Echo (ping) request  id=0xea27, seq=1047/5892, ttl=61 (no response found!)"
1364,0.008632,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=205601 Ack=211 Win=657 Len=1440
1365,0.008644,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=207041 Ack=211 Win=657 Len=1440
1366,0.008656,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=208481 Ack=211 Win=657 Len=1440
1367,0.008658,203.242.85.196,64.80.230.202,ICMP,60,"Echo (ping) request  id=0xea27, seq=3758/44558, ttl=61 (no response found!)"
1368,0.008658,203.242.85.196,50.187.173.126,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1369,0.008679,202.235.195.33,13.148.76.84,TCP,1542,51787  >  443 [ACK] Seq=209921 Ack=211 Win=657 Len=1488
1370,0.00868,203.242.85.196,178.187.145.215,ICMP,60,"Echo (ping) request  id=0xea27, seq=4585/59665, ttl=61 (no response found!)"
1371,0.008681,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=36201 Ack=1 Win=1392 Len=1448 TSval=1581989541 TSecr=4214194544
1372,0.008681,203.242.85.196,96.247.126.234,ICMP,60,"Echo (ping) request  id=0xea27, seq=4018/45583, ttl=61 (no response found!)"
1373,0.008692,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=211409 Ack=211 Win=657 Len=1440
1374,0.008694,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=37649 Ack=1 Win=1392 Len=1448 TSval=1581989541 TSecr=4214194544
1375,0.008706,202.235.195.33,13.148.76.84,TCP,1494,51787  >  443 [ACK] Seq=212849 Ack=211 Win=657 Len=1440
1376,0.008707,23.191.255.233,202.235.195.144,TCP,1514,443  >  61038 [ACK] Seq=39097 Ack=1 Win=1392 Len=1448 TSval=1581989541 TSecr=4214194544
1377,0.008707,3.131.145.67,163.171.1.125,TCP,66,443  >  62026 [ACK] Seq=1 Ack=183292 Win=16375 Len=0 TSval=1631208092 TSecr=851307125
1378,0.008707,87.67.110.175,203.242.85.196,ICMP,60,"Echo (ping) reply    id=0xe527, seq=2279/59144, ttl=50"
1379,0.008719,202.235.195.33,13.148.76.84,TCP,1518,51787  >  443 [ACK] Seq=214289 Ack=211 Win=657 Len=1464
1380,0.008719,143.202.172.228,202.235.195.6,TCP,1514,443  >  35728 [ACK] Seq=5793 Ack=1 Win=122 Len=1448 TSval=737270414 TSecr=853740
1381,0.008731,143.202.172.228,202.235.195.6,TCP,1514,443  >  35728 [ACK] Seq=7241 Ack=1 Win=122 Len=1448 TSval=737270414 TSecr=853740
1382,0.008731,219.122.229.81,202.34.173.162,TCP,54,443  >  56114 [ACK] Seq=1 Ack=1 Win=5975 Len=0
1383,0.008743,185.148.48.141,150.202.206.62,TCP,54,51942  >  61145 [SYN] Seq=0 Win=1024 Len=0
1384,0.008752,203.242.85.196,67.72.15.41,ICMP,60,"Echo (ping) request  id=0xe527, seq=4374/5649, ttl=61 (no response found!)"
1385,0.00877,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=193445 Ack=1 Win=1452 Len=1412
1386,0.00878,13.2.90.184,202.235.195.6,TCP,1514,443  >  58859 [ACK] Seq=14481 Ack=1 Win=122 Len=1448 TSval=738009796 TSecr=1558766694
1387,0.008795,203.242.68.95,126.187.209.52,TCP,1466,5058  >  50022 [ACK] Seq=194857 Ack=1 Win=1452 Len=1412
